Covered Vehicle,Vehicle ID (Ktype),Car Marker,Model,Version,From,To,Body Type,Drive Type,Litters,cc,Fuel type,kW,HP,Cylinders,Valves,Engine Type,Engine Code,Product Limitations,Carpark,# Products,Covered in Products
,495,RENAULT,MEGANE III Grandtour (KZ0/1) | GRAN TOUR,"1.5 dCi (KZ09, KZ0D, KZ1G, KZ29, KZ14, KZ1W, KZ10, KZ1F,...",X,Y,Estate | Grandtour,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 636, K9K 656, K9K 657, K9K 836, K9K 837, K9K 846",1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,535,NISSAN,CUBE (Z12),1.5 dCi,X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,"K9K, K9K 270",None,1,1,A: LuK RepSet DMF
,575,RENAULT,CLIO III Grandtour (KR0/1_),1.5 dCi,X,Y,Estate | Grandtour | Sportour,Front-Wheel Drive,1.5,"1,461",DIESEL,65,88,4,2,Diesel,"K9K 770, K9K 772",1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,615,NISSAN,TIIDA Saloon (SC11) | TIIDA LATIO | LATIO,1.5 dCi,X,Y,Saloon,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,"K9K, K9K 278",None,1,1,A: LuK RepSet DMF
,655,MERCEDES-BENZ,CITAN Box Body/MPV (W415),"111 CDI (415.603, 415.605)",X,Y,Box Body/MPV | Panel Van,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,OM 607.951 (K9K),None,1,1,A: LuK RepSet DMF
,695,RENAULT,MEGANE III Grandtour (KZ0/1) | GRAN TOUR,"1.5 dCi (KZ1G, KZ1W, KZ0R)",X,Y,Estate | Grandtour,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,K9K 846,None,1,1,A: LuK RepSet DMF
,735,RENAULT,FLUENCE (L3_),1.5 dCi,X,Y,Saloon,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,K9K 826,None,1,1,A: LuK RepSet DMF
,775,RENAULT,"CAPTUR I (J5_, H5_)",1.5 dCi 110,X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 646, K9K 856",1) Construction Year to : 201807,1,1,A: LuK RepSet DMF
,815,RENAULT,MEGANE IV Hatchback (B9A/M/N_) | MEGANE III,1.5 dCi 90 (B9A1),X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,66,90,4,2,Diesel,K9K 656,None,1,1,A: LuK RepSet DMF
,855,RENAULT,MEGANE IV Grandtour (K9A/M/N_),1.5 dCi 90,X,Y,Estate | Estate | Grandtour | Sport Tourer | Sporter,Front-Wheel Drive,1.5,"1,461",DIESEL,66,90,4,2,Diesel,K9K 656,None,1,1,A: LuK RepSet DMF
,895,DACIA,LODGY (JS_),1.5 dCi,X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 666, K9K 846",None,1,1,A: LuK RepSet DMF
,935,RENAULT,MEGANE IV Saloon (LVA/M/N),1.5 dCi 110,X,Y,Saloon | Grand Coupe,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 656, K9K 657, K9K 674, K9K 675, K9K 676, K9K 677",1) TecDoc Engine Number : 32894,1,1,A: LuK RepSet DMF
,975,NISSAN,TIIDA Hatchback (C11) | LATIO,1.5 dCi,X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K,1) Construction Year to : 201002,1,1,A: LuK RepSet DMF
,1015,RENAULT,MEGANE II Hatchback Van (KM0/2_),1.5 dCi,X,Y,Hatchback Van | Hatchback Van,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 734,None,1,1,A: LuK RepSet DMF
,1055,NISSAN,JUKE Van (F15),dCi,X,Y,SUV Van | Van,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,K9K 636,None,1,1,A: LuK RepSet DMF
,1095,RENAULT,SCÉNIC III VAN (JZ0/1_),"1.5 dCi (JZ0D, JZ1M, JZ09, JZ14, JZ1G, JZ1W, JZ10)",X,Y,Box Body/MPV | VAN,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 836, K9K 837",1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,1135,NISSAN,QASHQAI +2 (JJ10E) | DUALIS,1.5 dCi,X,Y,SUV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,K9K 430,None,1,1,A: LuK RepSet DMF
,1175,DACIA,DUSTER (HM_),1.5 dCi 95 (HMAF),X,Y,SUV,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,"K9K 872, K9K 876",1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,1215,DACIA,DOKKER MPV (KE_),1.5 Blue dCi 95 (KEJL),X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,K9K 872,1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,1255,RENAULT,KANGOO / GRAND KANGOO II (KW0/1_),1.5 dCi 80 (KW15),X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,59,80,4,2,Diesel,K9K 872,1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,1295,MERCEDES-BENZ,CITAN Box Body/MPV (W415),"111 CDI (415.603, 415.605)",X,Y,Box Body/MPV | Panel Van,Front-Wheel Drive,1.5,"1,461",DIESEL,85,116,4,2,Diesel,OM 608.915 (K9K),None,1,1,A: LuK RepSet DMF
,1335,DACIA,DOKKER Box Body/MPV,1.5 Blue dCi 95 (FEJL),X,Y,Box Body/MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,K9K 872,1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,1375,NISSAN,NV250 Bus (X61),dCi 80,X,Y,Bus,Front-Wheel Drive,1.5,"1,461",DIESEL,59,80,4,2,Diesel,K9K 872,None,1,1,A: LuK RepSet DMF
,1415,RENAULT,CAPTUR II (HF_),Blue dCi 115 (HFAD),X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,85,116,4,2,Diesel,"K9K 872, K9K 873",1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,1455,RENAULT,EXPRESS Box Body/MPV,1.5 Blue dCi 75 (F6AA),X,Y,Box Body/MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,55,75,4,2,Diesel,"K9K 872, K9K 876",None,1,1,A: LuK RepSet DMF
,1495,RENAULT,KANGOO III Box Body/MPV,1.5 Blue dCi 95 (FJAB),X,Y,Box Body/MPV | RAPID,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,"K9K 876, K9K 877","1) TecDoc Engine Number : 45124, 2) Transmission Code : TL4",1,1,A: LuK RepSet DMF
,1535,MERCEDES-BENZ,CITAN Box Body/MPV (W420),"1.5 110 CDI (420.623, 420.625)",X,Y,Box Body/MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,OM 608.915 (K9K),None,1,1,A: LuK RepSet DMF
,1575,RENAULT,CLIO V (B7_),1.5 Blue dCi 100 (B7AD),X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,74,101,4,2,Diesel,"K9K 872, K9K 876",None,1,1,A: LuK RepSet DMF
,1615,RENAULT,GRAND KANGOO III MPV,Blue dCi 95 (KJAB),X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,K9K 876,1) Transmission Code : TL4,1,1,A: LuK RepSet DMF
,1655,RENAULT,MEGANE III Grandtour (KZ0/1) | GRAN TOUR,"1.5 dCi (KZ1M, KZ1W, KZ0R)",X,Y,Estate | Grandtour,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,"K9K 832, K9K 836, K9K 846",None,1,1,B: DMF Module plus CSC
,1695,RENAULT,SCÉNIC III (JZ0/1_),1.5 dCi,X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 636, K9K 656, K9K 657, K9K 836, K9K 837","1) TecDoc Engine Number : 23743, 2) TecDoc Engine Number : 26246, 3) TecDoc Engine Number : 28220, 4) TecDoc Engine Number : 32895, 5) TecDoc Engine Number : 32894",1,1,B: DMF Module plus CSC
,1735,RENAULT,"CLIO III Hatchback Van (SB_, SR_)",1.5 dCi,X,Y,Hatchback Van,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,"K9K 764, K9K 772",None,1,1,B: DMF Module plus CSC
,1775,NISSAN,NV200 Van,"1.5 dCi 110 (M20, M20N, M20M)",X,Y,Van,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 636, K9K 646",None,1,1,B: DMF Module plus CSC
,1815,RENAULT,MODUS / GRAND MODUS (F/JP0_),"1.5 dCi (JP0G, JP0H)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,K9K 764,1) Construction Year to : 200902,1,1,B: DMF Module plus CSC
,1855,RENAULT,"MEGANE II (BM0/1_, CM0/1_)","1.5 dCi (BM1E, CM1E)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,K9K 732,None,1,1,B: DMF Module plus CSC
,1895,RENAULT,"CLIO III (BR0/1, CR0/1) | CLIO CAMPUS | LUTECIA","1.5 dCi (BR1C, CR1C)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 772,None,1,1,B: DMF Module plus CSC
,1935,RENAULT,LAGUNA III (BT0/1),"1.5 dCi (BT00, BT0A, BT0T, BT1J)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 780, K9K 782, K9K 846","1) TecDoc Engine Number : 20817, 2) Transmission Type : Manual Transmission, 3) TecDoc Engine Number : 24579, 4) TecDoc Engine Number : 27990",1,1,B: DMF Module plus CSC
,1975,RENAULT,KANGOO / GRAND KANGOO II (KW0/1_),1.5 dCi 105 (KW0F),X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 806,"1) Engine Code : K9K 804, 2) TecDoc Engine Number : 20832",1,1,B: DMF Module plus CSC
,2015,RENAULT,KANGOO BE BOP (KW0/1_),1.5 dCi (KW0F),X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 806,None,1,1,B: DMF Module plus CSC
,2055,NISSAN,"NOTE (E11, NE11)",1.5 dCi,X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 288,None,1,1,B: DMF Module plus CSC
,2095,RENAULT,FLUENCE (L3_),"1.5 dCi (L30D, L30L, L306, L33F, L33L, L33M, L33V, L33W)",X,Y,Saloon,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 656, K9K 657, K9K 836, K9K 837",None,1,1,B: DMF Module plus CSC
,2135,NISSAN,JUKE (F15),1.5 dCi,X,Y,SUV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 410, K9K 636, K9K 646, K9K 896",None,1,1,B: DMF Module plus CSC
,2175,NISSAN,TIIDA Saloon (SC11) | TIIDA LATIO | LATIO,1.5 dCi,X,Y,Saloon,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,"K9K, K9K 278",None,1,1,B: DMF Module plus CSC
,2215,RENAULT,DUSTER (HS_),1.5 dCi,X,Y,SUV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,K9K 896,None,1,1,B: DMF Module plus CSC
,2255,RENAULT,"MEGANE III Hatchback (BZ0/1_, B3_)","1.5 dCi (BZ1G, BZ1W, BZ0R)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,K9K 846,None,1,1,B: DMF Module plus CSC
,2295,NISSAN,PULSAR Hatchback (C13) | TIIDA | SYLPHY,1.5 dCi,X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,K9K,"1) Construction Year to : 201807, 2) Transmission Type : 6-Speed Manual Transmission",1,1,B: DMF Module plus CSC
,2335,RENAULT,"KADJAR (HA_, HL_)",1.5 dCi 110 (HLA3),X,Y,SUV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 646, K9K 647, K9K 648, K9K 649","1) TecDoc Engine Number : 32413, 2) TecDoc Engine Number : 37649, 3) Transmission Type : 6-Speed Manual Transmission",1,1,B: DMF Module plus CSC
,2375,RENAULT,MEGANE IV Hatchback (B9A/M/N_) | MEGANE III,1.5 dCi 110 (B9A3),X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 646, K9K 648, K9K 656, K9K 657","1) Transmission Type : 6-Speed Manual Transmission, 2) TecDoc Engine Number : 32413, 3) TecDoc Engine Number : 32894, 4) TecDoc Engine Number : 37649",1,1,B: DMF Module plus CSC
,2415,RENAULT,MEGANE IV Grandtour (K9A/M/N_),1.5 dCi 110,X,Y,Estate | Estate | Grandtour | Sport Tourer | Sporter,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 656, K9K 657",1) Transmission Type : 6-Speed Manual Transmission,1,1,B: DMF Module plus CSC
,2455,DACIA,LODGY (JS_),1.5 dCi,X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 666, K9K 846",1) Construction Year to : 201807,1,1,B: DMF Module plus CSC
,2495,RENAULT,MEGANE IV Saloon (LVA/M/N),1.5 dCi 90 (LVA1),X,Y,Saloon | Grand Coupe,Front-Wheel Drive,1.5,"1,461",DIESEL,66,90,4,2,Diesel,K9K 656,None,1,1,B: DMF Module plus CSC
,2535,NISSAN,KICKS (D15K),1.5 D,X,Y,SUV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,K9K,None,1,1,B: DMF Module plus CSC
,2575,RENAULT,MEGANE III Grandtour (KZ0/1) | GRAN TOUR,"1.5 dCi (KZ1M, KZ1W, KZ0R)",X,Y,Estate | Grandtour,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,"K9K 832, K9K 836, K9K 846","1) TecDoc Engine Number : 23743, 2) TecDoc Engine Number : 24579, 3) TecDoc Engine Number : 23521, 4) Transmission Type : 6-Speed Manual Transmission, 5) Transmission Code : TL4.022",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2615,RENAULT,GRAND SCÉNIC III (JZ0/1_),"1.5 dCi (JZ09, JZ0D, JZ10, JZ14, JZ1G, JZ29, JZ2C)",X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 636, K9K 656, K9K 657, K9K 836, K9K 837","1) TecDoc Engine Number : 28220, 2) TecDoc Engine Number : 23743, 3) Transmission Type : 6-Speed Manual Transmission",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2655,RENAULT,KANGOO BE BOP (KW0/1_),1.5 dCi,X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,80,110,4,2,Diesel,K9K 804,"1) TecDoc Engine Number : 20831, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4.000",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2695,NISSAN,NV200 Van,"1.5 dCi 110 (M20, M20N, M20M)",X,Y,Van,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 636, K9K 646",1) Transmission Type : Manual Transmission,1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2735,RENAULT,MODUS / GRAND MODUS (F/JP0_),"1.5 dCi (JP0G, JP0H)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,K9K 764,"1) TecDoc Engine Number : 18538, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4.002, 4) Construction Year to : 200902",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2775,RENAULT,"MEGANE II (BM0/1_, CM0/1_)","1.5 dCi (BM1E, CM1E)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,K9K 732,"1) TecDoc Engine Number : 20829, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4.001, 4) Transmission Code : TL4.014, 5) Transmission Code : TL4.119",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2815,RENAULT,"CLIO III (BR0/1, CR0/1) | CLIO CAMPUS | LUTECIA","1.5 dCi (BR1C, CR1C)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 772,"1) TecDoc Engine Number : 23549, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4.002",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2855,RENAULT,"MEGANE II (BM0/1_, CM0/1_)","1.5 dCi (BM16, CM16)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 734,"1) TecDoc Engine Number : 22192, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4.001, 4) Transmission Code : TL4.014, 5) Transmission Code : TL4.016",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2895,RENAULT,LAGUNA III Grandtour (KT0/1),"1.5 dCi (KT0A, KT0R, KT02)",X,Y,Estate | Grandtour | Sport Tourer | Sportour,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 780, K9K 782, K9K 846","1) TecDoc Engine Number : 20817, 2) TecDoc Engine Number : 27990, 3) Transmission Type : 6-Speed Manual Transmission, 4) Transmission Code : TL4.013",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2935,NISSAN,TIIDA Hatchback (C11) | LATIO,1.5 dCi,X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,"K9K, K9K 278","1) TecDoc Engine Number : 33676, 2) Transmission Type : Manual Transmission",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,2975,RENAULT,KANGOO BE BOP (KW0/1_),1.5 dCi (KW0F),X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 806,"1) TecDoc Engine Number : 20832, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4.000",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3015,NISSAN,"NOTE (E11, NE11)",1.5 dCi,X,Y,MPV,Front-Wheel Drive,1.5,"1,461",DIESEL,76,103,4,2,Diesel,K9K 288,"1) Transmission Type : 6-Speed Manual Transmission, 2) Type Mines No. : E11E",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3055,RENAULT,FLUENCE (L3_),"1.5 dCi (L30D, L30L, L306, L33F, L33L, L33M, L33V, L33W)",X,Y,Saloon,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 656, K9K 657, K9K 836, K9K 837","1) TecDoc Engine Number : 32894, 2) TecDoc Engine Number : 23743, 3) Transmission Type : 6-Speed Manual Transmission, 4) Transmission Code : TL4.045",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3095,RENAULT,MEGANE CC (EZ0/1_),"1.5 dCi (EZ09, EZ1G, EZ0D, EZ14)",X,Y,Convertible,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 836, K9K 837","1) TecDoc Engine Number : 23743, 2) Transmission Type : 6-Speed Manual Transmission",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3135,DACIA,DUSTER (HS_),1.5 dCi,X,Y,SUV,Front-Wheel Drive,1.5,"1,461",DIESEL,80,109,4,2,Diesel,"K9K 658, K9K 666, K9K 667, K9K 856, K9K 858","1) Transmission Code : TL4, 2) Transmission Type : 6-Speed Manual Transmission",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3175,RENAULT,LATITUDE (L70_),"1.5 dCi (L70R, L731)",X,Y,Saloon,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 782, K9K 849","1) TecDoc Engine Number : 27990, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3215,RENAULT,"MEGANE III Hatchback (BZ0/1_, B3_)","1.5 dCi (BZ1G, BZ1W, BZ0R)",X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,70,95,4,2,Diesel,K9K 846,"1) TecDoc Engine Number : 24579, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3255,NISSAN,PULSAR Hatchback (C13) | TIIDA | SYLPHY,1.5 dCi,X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,K9K,"1) TecDoc Engine Number : 31672, 2) Transmission Type : Manual Transmission",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3295,RENAULT,"KADJAR (HA_, HL_)",1.5 dCi 110 (HLA3),X,Y,SUV,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 646, K9K 647, K9K 648, K9K 649","1) TecDoc Engine Number : 32413, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3335,RENAULT,TALISMAN (LP_),1.5 dCi 110 (LPA3),X,Y,Saloon,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 646, K9K 647","1) TecDoc Engine Number : 32413, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3375,RENAULT,TALISMAN Grandtour (KP_),1.5 dCi 110,X,Y,Estate | Grandtour | Sport Tourer,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 646, K9K 647, K9K 648, K9K 649","1) TecDoc Engine Number : 32413, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3415,RENAULT,CLIO IV (BH_) | CLIO MIO | LUTECIA,1.5 dCi 110,X,Y,Hatchback,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,K9K 646,"1) TecDoc Engine Number : 32413, 2) Transmission Type : 6-Speed Manual Transmission, 3) Transmission Code : TL4",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3455,RENAULT,MEGANE II Estate Van (KM_),1.5 dCi (KM1E),X,Y,Estate Van,Front-Wheel Drive,1.5,"1,461",DIESEL,78,106,4,2,Diesel,K9K 732,"1) TecDoc Engine Number : 20829, 2) Transmission Type : Manual Transmission",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
,3495,RENAULT,MEGANE III Hatchback Van (BZ_),"1.5 dCi (BZ0D, BZ1G, BZ1F, BZ1M, BZ1W, BZ0R, BZ10)",X,Y,Hatchback Van | Hatchback Van,Front-Wheel Drive,1.5,"1,461",DIESEL,81,110,4,2,Diesel,"K9K 836, K9K 846","1) TecDoc Engine Number : 23743, 2) TecDoc Engine Number : 24579",1,1,C: FULLPACK DMF (CSC) with Self Adjusting Technology
